author,journal,year,document_type,doi,url,pubmed_id,author_keywords,mesh_terms,keywords,publication_type,title,review_fulltext,abstract
Wattal C and Raveendran R,Indian journal of pediatrics,2019,NA,10.1007/s12098-018-2811-0,NA,30628039,NA,"Biomarkers and Child and Culture Techniques and Diagnostic Tests, Routine/*methods and High-Throughput Nucleotide Sequencing and Humans and Microscopy and Molecular Diagnostic Techniques/methods and Mycobacterium tuberculosis/genetics/isolation & purification and Nucleic Acid Amplification Techniques/methods and Polymerase Chain Reaction/methods and Sensitivity and Specificity and Tuberculin Test/methods and Tuberculosis/*diagnosis/microbiology and Tuberculosis, Pulmonary/diagnosis/microbiology and Whole Genome Sequencing",*Biomarkers and *Childhood tuberculosis and *Line probe assay and *Mycobacterial culture and *Xpert MTB/RIF,Journal Article and Review,Newer Diagnostic Tests and their Application in Pediatric TB.,0,"The diagnosis of childhood tuberculosis is a challenge due to the pauci-bacillary nature of infection and the difficulty in obtaining appropriate sample. In the past 2-3 decades, many new tests were introduced for the diagnosis of tuberculosis (TB) and some of them have been evaluated for their application in pediatric tuberculosis as well. There is an attempt to improve smear microscopy by introducing light-emitting diode (LED) fluorescence microscopy and there are also some automated digital microscopy platforms under evaluation. Introduction of automated liquid culture platform along with rapid molecular based identification methods have considerably reduced the time delay in mycobacterial culture. Recent addition of many nucleic acid amplification platforms like Amplicor PCR, Genprobe, Xpert MTB/Rif, line probe assays, loop mediated isothermal amplification etc are also been found to be useful. Latest techniques like microarray and gene sequencing are also being used in clinical laboratories with variable results. Indirect methods of TB diagnosis like T cell based assays including tuberculin skin test and interferon-gamma release assays have their role primarily in the diagnosis of latent TB. Biomarkers are the latest addition in the battery of TB diagnostic tests facilitating diagnosis using easily accessible samples like urine, blood and breath of patients. Many biomarkers are still under evaluation and some of them are found to have a potential role as promising diagnostic tests of future."
Ndlovu Z and Fajardo E and Mbofana E and Maparo T and Garone D and Metcalf C and Bygrave H and Kao K and Zinyowera S,PloS one,2018,NA,10.1371/journal.pone.0193577,NA,29499042,NA,Adult and Anti-Retroviral Agents/therapeutic use and Automation and Feasibility Studies and Female and HIV Infections/*diagnosis/drug therapy/virology and HIV-1/metabolism and Humans and Male and *Point-of-Care Systems and Sputum/microbiology and Tuberculosis/*diagnosis/microbiology and Viral Load and Zimbabwe,NA,"Journal Article and Research Support, Non-U.S. Gov't",Multidisease testing for HIV and TB using the GeneXpert platform: A feasibility study in rural Zimbabwe.,1,"BACKGROUND: HIV Viral Load and Early Infant Diagnosis technologies in many high burden settings are restricted to centralized laboratory testing, leading to long result turnaround times and patient attrition. GeneXpert (Cepheid, CA, USA) is a polyvalent near point-of-care platform and is widely implemented for Xpert MTB/RIF diagnosis. This study sought to evaluate the operational feasibility of integrated HIV VL, EID and MTB/RIF testing in new GeneXpert platforms. METHODS: Whole blood samples were collected from consenting patients due for routine HIV VL testing and DBS samples from infants due for EID testing, at three rural health facilities in Zimbabwe. Sputum samples were collected from all individuals suspected of TB. GeneXpert testing was reserved for all EID, all TB suspects and priority HIV VL at each site. Blood samples were further sent to centralized laboratories for confirmatory testing. GeneXpert polyvalent testing results and patient outcomes, including infrastructural and logistical requirements are reported. The study was conducted over a 10-month period. RESULTS: The fully automated GeneXpert testing device, required minimal training and biosafety considerations. A total of 1,302 HIV VL, 277 EID and 1,581 MTB/RIF samples were tested on a four module GeneXpert platform in each study site. Xpert HIV-1 VL testing was prioritized for patients who presented with advanced HIV disease, pregnant women, adolescents and suspected ART failures patients. On average, the study sites had a GeneXpert utilization rate of 50.4% (Gutu Mission Hospital), 63.5% (Murambinda Mission Hospital) and 17.5% (Chimombe Rural Health Centre) per month. GeneXpert polyvalent testing error rates remained lower than 4% in all sites. Decentralized EID and VL testing on Xpert had shorter overall median TAT (1 day [IQR: 0-4] and 1 day [IQR: 0-1] respectively) compared to centralized testing (17 days [IQR: 13-21] and 26 days [IQR: 23-32] respectively). Among patients with VL >1000 copies/ml (73/640; 11.4%) at GMH health facility, median time to enhanced adherence counselling was 8 days and majority of those with documented outcomes had re-suppressed VL (20/32; 62.5%). Median time to ART initiation among Xpert EID positive infants at GMH was 1 day [IQR: 0-1]. CONCLUSION: Implementation of near point-of-care GeneXpert platform for integrated multi-disease testing within district and sub-district healthcare settings is feasible and will increase access to VL, and EID testing to priority populations. Quality management systems including monitoring of performance indicators, together with regular on-site supervision are crucial, and near-POC test results must be promptly actioned-on by clinicians for patient management."
Algammal AM and Wahdan A and Elhaig MM,Microbial pathogenesis,2019,NA,10.1016/j.micpath.2019.103574,NA,31170450,NA,"Animals and Bacteriological Techniques/*methods and Cattle and Culture Techniques/methods and Enzyme-Linked Immunosorbent Assay/methods and Interferon-gamma/*blood and Mycobacterium bovis/immunology/*isolation & purification and Polymerase Chain Reaction/methods and Prevalence and Sensitivity and Specificity and Tuberculin and Tuberculin Test/methods and Tuberculosis, Bovine/*diagnosis/epidemiology/immunology/microbiology",Bovine tuberculosis and ELISA and IFN- assay and PCR and PPD-B and ST-CF,Journal Article,Potential efficiency of conventional and advanced approaches used to detect Mycobacterium bovis in cattle.,0,"The present study was aimed to assess the prevalence and efficiency of techniques for the diagnosis of bovine tuberculosis (bTB) including enzyme-linked immunosorbent assay (ELISA), Gamma interferon assay (IFN-) and polymerase chain reaction (PCR) in comparison to skin tuberculin test and culture technique. A total of 2600 cross-breed dairy cattle in Menoufia and Daqahlia governorates were tested by the single intradermal tuberculin test where the disease prevalence was 1.8%. Serum and whole blood samples were collected from positive tuberculin reactors for ELISA and IFN- assay, respectively. After slaughtering of positive tuberculin reactors, the post-mortem examination was carried out and tissue samples were collected for the bacteriological examination and PCR. The percentage of visible lesions of tuberculin reactors was 78.7%, while non-visible lesions were 21.27%. Culture technique revealed that the percentage of bTB was 63.8%. The ELISA and IFN- assay using short-term culture filtrate (ST-CF) prepared antigen revealed higher sensitivity (72.3% and 82.9%) than the bovine purified protein derivative (PPD-B) antigen. Although prepared ST-CF antigen has great efficiency and eligibility for the diagnosis of bTB, PCR appeared to have a higher sensitivity (85.1%) than other diagnostic methods when dealing with post-mortem samples. Gamma interferon assay using ST-CF antigen is recommended for antemortem diagnosis of bTB in cattle."
Treerattrakoon K and Jiemsakul T and Tansarawiput C and Pinpradup P and Iempridee T and Luksirikul P and Khoothiam K and Dharakul T and Japrung D,Analytical biochemistry,2019,NA,10.1016/j.ab.2019.04.016,NA,31029676,NA,"DNA, Single-Stranded/chemistry and HeLa Cells and Humans and MicroRNAs/*analysis and Neoplasms/*diagnosis and Nucleic Acid Amplification Techniques/methods and Oligonucleotide Array Sequence Analysis/methods and Proof of Concept Study and Spectrometry, Fluorescence/methods and Tuberculosis/*diagnosis",*Graphene oxide and *Isothermal amplification and *Rolling circle amplification and *miRNAs,"Journal Article and Research Support, Non-U.S. Gov't",Rolling circle amplification and graphene-based sensor-on-a-chip for sensitive detection of serum circulating miRNAs.,0,"In this study, we developed a simple multiplex miRNA detection platform based on rolling circle amplification and the fluorescence quenching property of reduced graphene oxide. The detection platform could be applied on a microfluidics chip with a mobile system controller to eliminate contamination and to facilitate potential use in remote areas. As a proof of concept, two fluorescence-labeled ssDNA tags were used for detection of miR-29a and miR-144*, two miRNAs that are highly expressed in the blood circulation of some patients with cancer or tuberculosis. The circular ssDNA probes in this study were designed to have an advantage over padlock probes as they can be prepared in advance. Our multiplex miRNA detection platform exhibited high sensitivity and selectivity, with a limit of detection of 0.05pmol. In addition, our platform could detect target miRNAs from the total miRNA population extracted from human serum or a cancer cell line. These results indicated that our miRNA sensor has the potential to provide simple and high throughput miRNA analysis for disease diagnosis and prognosis."
Wirunsawanya K and Bolger DT Jr,BMJ case reports,2018,NA,10.1136/bcr-2017-223360,NA,29754134,NA,"Abdominal Pain/microbiology and Antitubercular Agents/*therapeutic use and Female and Fever/microbiology and Humans and Middle Aged and Mycobacterium tuberculosis and Necrosis/microbiology/*pathology and Neutrophils/*pathology and Nucleic Acid Amplification Techniques and Omentum/*pathology and Treatment Outcome and Tuberculosis, Miliary/*diagnosis/drug therapy",gynecological cancer and infection (gastroenterology) and tuberculosis and urinary tract infections,Case Reports and Journal Article,Surprising pathological and clinical manifestations of miliary tuberculosis.,0,"We report a surprising pathological finding of miliary tuberculosis (TB) in a 49-year-old Chuukese, immunocompetent woman who was initially admitted to the hospital for a 1-month duration of chronic abdominal pain and intermittent fevers. Her clinical symptoms did not improve despite treatment with vancomycin and piperacillin-tazobactam. Based on the primary abdominal CT findings suggesting advanced ovarian cancer with omental metastatic disease, further workup with omental core biopsy was performed and demonstrated acute neutrophilic necrosis without malignant cells or granulomata. Within the omental tissue, however, many organisms stained positive for acid-fast bacilli despite lack of typical granulomata. The diagnosis of genitourinary TB was confirmed by urine Mycobacterium tuberculosis/rifampin automated molecular rapid nucleic acid amplification test. The chest CT showed a millet seed pattern of infiltration which is a hallmark for miliary TB. After initiation of multidrug TB therapy, her fever and abdominal pain drastically improved."
Gao X and Guo X and Li M and Jia H and Lin W and Fang L and Jiang Y and Zhu H and Zhang Z and Ding J and Xin T,Journal of clinical microbiology,2019,NA,10.1128/JCM.00274-19,NA,31340991,NA,"Animals and Biomarkers and Blood Proteins and *C-Reactive Protein and Cattle and Chromatography, Liquid and Enzyme-Linked Immunosorbent Assay and Interleukin-8/*blood and Mycobacterium bovis and Prognosis and Proteome and Proteomics/methods and Reproducibility of Results and Sensitivity and Specificity and Tandem Mass Spectrometry and Tuberculosis, Bovine/*blood/*diagnosis/microbiology",*CRP and *IL-8 and *biomarker and *bovine tuberculosis and *proteomics,"Journal Article and Research Support, Non-U.S. Gov't",Interleukin 8 and Pentaxin (C-Reactive Protein) as Potential New Biomarkers of Bovine Tuberculosis.,0,"Bovine tuberculosis (bTB) is caused by Mycobacterium bovis During the early stage of infection, greater than 15% of M. bovis-infected cattle shed mycobacteria through nasal secretions, which can be detected by nested PCR. To compare the differences in the protein profiles of M. bovis-infected cattle that were nested PCR positive (bTB(PCR-P)) and M. bovis-infected cattle that were nested PCR negative (bTB(PCR-N)) and to screen for biomarkers that will facilitate the early and accurate detection of bTB, we investigated the protein expression profiles of serum and bovine purified protein derivative (PPD-B)-stimulated plasma among bTB(PCR-P) (n=20), bTB(PCR-N) (n=20), and uninfected cattle (NC; n=20) by iTRAQ labeling coupled with two-dimensional liquid chromatography-tandem mass spectrometry (iTRAQ-2D LC-MS/MS). After comprehensive analysis, we selected 15 putative differentially expressed serum proteins and 15 plasma proteins for validation by parallel reaction monitoring (PRM) with the same cohort used in the iTRAQ analysis. Four serum and five PPD-B-stimulated proteins were confirmed in follow-up enzyme-linked immunosorbent assays. PPD-B-stimulated interleukin 8 (IL-8) displayed the potential to differentiate M. bovis-infected cattle from NC, with an area under the curve (AUC) value of 0.9662, while PPD-B-stimulated C-reactive protein (CRP) displayed the potential to differentiate bTB(PCR-P) from bTB(PCR-N), with an AUC value of 1.00. Finally, double-blind testing with 244 cattle indicated that the PPD-B-stimulated IL-8 test exhibited good agreement with traditional tests ( > 0.877) with a >90% relative sensitivity and a >98% relative specificity; the PPD-B-stimulated CRP test displayed good agreement with nested PCR ( = 0.9117), with an observed 94% relative sensitivity and 97% relative specificity. Therefore, the PPD-B-stimulated IL-8 and CRP tests could be used to detect bTB and to differentiate bTB(PCR-P) from bTB(PCR-N)."
Zhang JA and Liu GB and Zheng BY and Lu YB and Gao YC and Cai XZ and Dai YC and Yu SY and Jia Y and Chen C and Zhuang ZG and Wang X and Wang WD and Fu XX and Yi LL and Shen L and Chen ZW and Xu JF,Molecular immunology,2016,NA,10.1016/j.molimm.2016.09.018,NA,27689749,NA,"Adult and Cytokines/immunology and Enzyme-Linked Immunosorbent Assay and Female and Flow Cytometry and Humans and Interleukin-1/*immunology and Male and Middle Aged and Monocytes/*immunology and Real-Time Polymerase Chain Reaction and Tuberculosis, Pulmonary/immunology",*Active tuberculosis and *Cytokines and *IL-37b and *Innate immunity and *Monocytes,"Journal Article and Research Support, N.I.H., Extramural and Research Support, Non-U.S. Gov't",Tuberculosis-sensitized monocytes sustain immune response of interleukin-37.,0,"Roles of human IL-37 in infections remain poorly characterized. Although plasma IL-37 is elevated in patients with tuberculosis (TB), IL-37 source and immune correlate in TB have not been investigated. It is also unknown whether and how TB can influence the ability of immune cells to mount innate responses of IL-37 and pre-inflammatory cytokines. Here, we demonstrated that IL-37b-producing monocytes coincided with a source of elevated plasma IL-37b in TB patients. While IL-37b production in TB was associated with prolonged/complicated TB, TB burdens and inflammatory reactions, it negatively correlated with immune responses of pro-inflammatory cytokines IL-1, IL-6 and TNF- or IL-10. Interestingly, mycobacterial re-infection of monocytes from TB patients, but not healthy BCG-vaccinated controls, enhanced or sustained IL-37b production by cultured monocytes. TB-sensitized monocytes from TB patients mounted more robust immune responses of IL-37b than those of pre-inflammatory cytokines during mycobacterial re-infection in culture. Our data represent new findings in terms of IL-37b responses, immune correlates and potential mechanisms in TB patients."
Moore CC and Jacob ST and Banura P and Zhang J and Stroup S and Boulware DR and Scheld WM and Houpt ER and Liu J,Clinical infectious diseases : an official publication of the Infectious Diseases and Society of America,2019,NA,10.1093/cid/ciy472,NA,29868873,NA,Adult and Cytomegalovirus/*isolation & purification and Cytomegalovirus Infections/*blood and Female and Hospital Mortality and Humans and Male and Molecular Diagnostic Techniques and Polymerase Chain Reaction and Sepsis/*epidemiology/*etiology and Tuberculosis/*blood and Uganda,NA,"Journal Article and Research Support, N.I.H., Extramural",Etiology of Sepsis in Uganda Using a Quantitative Polymerase Chain Reaction-based TaqMan Array Card.,1,"BACKGROUND: Knowledge of causes of sepsis in sub-Saharan Africa is limited. A better understanding of the microbiology of bloodstream infections could improve outcomes. METHODS: We used a quantitative polymerase chain reaction (qPCR)-based TaqMan Array Card (TAC) to directly test for 43 targets from whole blood. We analyzed 336 cryopreserved specimens from adult Ugandans with sepsis enrolled in a multisite study; 84% were infected with human immunodeficiency virus. We compared qPCR TAC results with blood culture and determined the association of qPCR with study participant outcomes using logistic regression. RESULTS: The most frequently detected targets were cytomegalovirus (CMV, n = 139, 41%), Mycobacterium tuberculosis (TB, n = 70, 21%), Plasmodium (n = 35, 10%), and Streptococcus pneumoniae (n = 31, 9%). Diagnostic performance varied by target with qPCR sensitivity averaging 61  28% and specificity 98  3% versus culture. In multivariable analysis, independent factors associated with in-hospital mortality included CMV viremia (adjusted odds ratio [aOR] 3.2, 95% confidence interval [CI], 1.8-5.5; p < .01) and TB qPCR-positivity, whether blood culture-positive (aOR 4.6, 95% CI, 2.1-10.0; p < .01) or blood culture-negative (aOR 2.9, 95% CI, 1.2-6.9; p = .02). CONCLUSIONS: Using qPCR TAC on direct blood specimens, CMV and TB were the most commonly identified targets and were independently associated with increased in-hospital mortality. qPCR TAC screening of blood for multiple targets may be useful to guide triage and treatment of sepsis in sub-Saharan Africa."
Li Y and Jia W and Lei G and Zhao D and Wang G and Qin S,PloS one,2018,NA,10.1371/journal.pone.0198600,NA,29856840,NA,"Adult and Aged and Antibiotics, Antitubercular/*pharmacology/therapeutic use and Arthritis/blood/*diagnosis/microbiology/pathology and China and DNA, Bacterial/isolation & purification and Dried Blood Spot Testing and Drug Resistance, Bacterial and Female and Humans and Male and Microbial Sensitivity Tests and Middle Aged and Mycobacterium tuberculosis/drug effects/genetics/*isolation & purification and Prospective Studies and Real-Time Polymerase Chain Reaction and Rifampin/*pharmacology/therapeutic use and Sensitivity and Specificity and Tuberculosis, Osteoarticular/*diagnosis/drug therapy/microbiology/pathology",NA,"Comparative Study and Evaluation Study and Journal Article and Research Support, Non-U.S. Gov't",Diagnostic efficiency of Xpert MTB/RIF assay for osteoarticular tuberculosis in patients with inflammatory arthritis in China.,0,"BACKGROUND: Both osteoarticular tuberculosis (OA-TB) and inflammatory arthritis can lead to osteoarticular structural damage. These conditions exhibit similar symptoms, physical signs, and imaging features. Rapidly and accurately diagnosing OA-TB in patients with inflammatory arthritis presents a challenge to clinicians. Xpert MTB/RIF (Xpert) has been endorsed by the World Health Organization (WHO) as a rapid diagnostic tool for diagnosis of pulmonary and extrapulmonary TB. This study was designed to investigate diagnostic efficiency of Xpert for OA-TB in patients with inflammatory arthritis in China. METHODS: A total of 83 consecutive patients with inflammatory arthritis and suspected OA-TB were enrolled prospectively from June 2014 to May 2018. Demographic, clinical, and biological data were recorded. Xpert assay, smear microscopy examination (smear), BACTEC MGIT 960 (MGIT 960), pathological examination, and T-SPOT.TB test were performed for each patient who received operations. Diagnostic efficiency of Xpert was evaluated based on a composite reference standard (CRS). RESULTS: A total of 49 out of 83 patients with inflammatory arthritis and suspected OA-TB received operations, and 49 specimens were obtained during operations. According to CRS, 36 out of 49 patients with inflammatory arthritis were diagnosed with OA-TB, and 13 were not affected by the condition. Sensitivity of Xpert assay, smear, MGIT 960, pathological examination, and T-SPOT.TB test reached 66.70% (24/36), 25.00% (9/36), 30.55% (11/36), 47.22% (17/36), and 80.55% (29/36), respectively. Specificity of Xpert assay, smear, MGIT 960, and pathological examination was all 100% (13/13). Specificity of T-SPOT.TB test was 53.84% (7/13). Sensitivity of Xpert was higher than that of smear, MGIT 960 and pathological examination, but the sensitivity of Xpert was lower than that of T-SPOT.TB. Sensitivity of Xpert was statistically different from that of smear and MGIT 960 (P<0.001, P = 0.002), but the sensitivity of Xpert was not significantly different from that of pathological examination and T-SPOT.TB (P = 0.096, P = 0.181). Specificity of T-SPOT.TB was less than that of Xpert, smear, MGIT 960, and pathological examination, and the difference between them was statistically significant (P = 0.015). Among the 27 OA-TB patients with smear negative results, Xpert had the highest sensitivity, but sensitivity of Xpert was not significantly different from that of pathological examination and T-SPOT.TB (P = 0.413, P = 0.783). 2 of 36 OA-TB patients exhibited RIF resistance. Xpert was concordant with MGIT 960-based drug susceptibility testing (DST) in detecting rifampin (RIF) resistance. CONCLUSIONS: Xpert is an efficient tool with high sensitivity and specificity for OA-TB diagnosis in patients with inflammatory arthritis in high-TB prevalence countries. Compared with conventional methods, Xpert has two advantages: one is fast, and the other is able to provide RIF resistance information simultaneously."
Santos FCF and Lira LAS and Montenegro RA and Lima JFDC and Lima AS and Schindler HC and Montenegro LML,Revista da Sociedade Brasileira de Medicina Tropical,2018,NA,10.1590/0037-8682-0372-2017,NA,29972564,NA,"DNA, Bacterial/*analysis/genetics/isolation & purification and Double-Blind Method and Humans and Mycobacterium tuberculosis/*genetics/isolation & purification and Prospective Studies and Real-Time Polymerase Chain Reaction and Reproducibility of Results and Sensitivity and Specificity and Tuberculosis/*diagnosis",NA,Evaluation Study and Journal Article,Performance of the IS6110-TaqMan assay in the diagnosis of extrapulmonary tuberculosis from different biological samples.,1,"INTRODUCTION: This study evaluated the performance of the IS6110-TaqMan assay in different types of biological samples and tissues for laboratory diagnosis of extrapulmonary tuberculosis. METHODS: 143 biological samples and tissues from patients with suspected extrapulmonary tuberculosis from the health services of Recife/Pernambuco/Brazil were evaluated with the IS6110-TaqMan assay. RESULTS: The sensitivities of the IS6110-TaqMan assay calculated for blood, urine, both blood and urine samples, tissue biopsies, extrapulmonary body fluid samples, and all samples from patients calculated together were 55.9%, 33.3%, 68.8%, 43.8%, 29.6%, and 73.7%, respectively, and the specificities were 80%, 100%, 78.6%, 100%, 100%, and 84.2%, respectively. CONCLUSIONS: The accuracy of qPCR was high in various clinical sample types. The analysis of more than one type of clinical sample collected from the same patient with extrapulmonary tuberculosis enhances the diagnostic power of the IS6110-TaqMan assay when compared with the use of only one clinical sample."
Chakrabarty S and Kumar A and Raviprasad K and Mallya S and Satyamoorthy K and Chawla K,"Tuberculosis (Edinburgh, Scotland)",2019,NA,10.1016/j.tube.2019.04.002,NA,31153517,NA,"Adult and Aged and Aged, 80 and over and *Bacteriological Techniques and Case-Control Studies and Cell-Free Nucleic Acids/blood/*genetics and Female and Genetic Markers and Host-Pathogen Interactions and Humans and India and Male and MicroRNAs/blood/*genetics and Middle Aged and Mycobacterium tuberculosis/*genetics and *Polymerase Chain Reaction and Predictive Value of Tests and RNA, Bacterial/blood/*genetics and Tuberculosis/blood/*diagnosis/genetics/microbiology and Young Adult",NA,"Journal Article and Research Support, Non-U.S. Gov't",Host and MTB genome encoded miRNA markers for diagnosis of tuberculosis.,0,"MicroRNAs (miRNAs) are a class of noncoding RNA molecules which are involved in various cellular and physiological processes. Previously, studies have identified several miRNAs that are potential diagnostic biomarkers for various infectious diseases including tuberculosis. We have performed small RNA sequencing using the Ion Torrent PGM platform in extra pulmonary tuberculosis (EPTB) subject's serum samples to identify circulating miRNAs during mycobacterium tuberculosis (MTB) infection. Our analysis identified 20 circulating miRNAs upregulated and 5 miRNAs downregulated during MTB infection in patient's serum. In addition, we have identified 6 MTB genome encoded miRNAs upregulated in EPTB patient's serum samples. Taqman based qRT-PCR analysis of host-genome encoded (hsa-miR-146a-5p and hsa-miR-125b-5p) and MTB genome encoded (MTB-miR5) miRNAs showed increased expression in a cohort of 52 healthy, pulmonary tuberculosis (PTB) and extra pulmonary tuberculosis (EPTB) patients serum samples. Our study identified for the first time a panel of host and MTB genome specific differentially expressed circulating miRNAs in serum samples of an Indian patient cohort with tuberculosis infection with a potential as a non-invasive diagnostic biomarker for tuberculosis infection."
Kaviyil JE and Ravikumar R,The Indian journal of tuberculosis,2017,NA,10.1016/j.ijtb.2017.01.005,NA,28709486,NA,"Adolescent and Adult and Aged and Aged, 80 and over and Bacteriological Techniques and Cerebrospinal Fluid/cytology and Child and Child, Preschool and Female and *Hospitals, Special and Humans and India and Leukocytosis/cerebrospinal fluid and Lymphocytes and Male and Microbial Sensitivity Tests and Middle Aged and Mycobacterium tuberculosis/genetics/*isolation & purification and *Neurology and Polymerase Chain Reaction and Sensitivity and Specificity and Tertiary Care Centers and Tuberculosis, Meningeal/*cerebrospinal fluid/*diagnosis/microbiology and Tuberculosis, Multidrug-Resistant/cerebrospinal fluid/diagnosis/microbiology and Young Adult",Cerebrospinal fluid and Drug-resistant tuberculosis and IS6110 PCR and Line probe assay and Mycobacterium tuberculosis,Journal Article,Diagnosis of tuberculous meningitis: Current scenario from a Tertiary Neurocare Centre in India.,0,"BACKGROUND: Tuberculous meningitis (TBM) is a condition that is caused by Mycobacterium tuberculosis complex and is difficult to diagnose due to the nonspecificity of the presentations. The study analyzed the different modes of diagnosis available in a developing country set up over a period of five years to understand the diagnostic values of the current conventional and automated methods of diagnosis of TBM among the patients suspected with chronic meningitis. METHODS: A total of 10,281 cerebrospinal fluid samples (CSF) were collected from suspected chronic meningitis patients, of which 790 samples were from individuals who had clinically suspected TBM. The samples were subjected to CSF cytology and staining, culturing, immunological tests, molecular techniques, and methods for detection of drug resistance. RESULTS: The TBM patients were predominantly male, with a mean age of 21-40 years. CSF pleocytosis and lymphocytic predominance were noted. Culture had 40.13% positivity among clinically suspected TBM patients. The multidrug-resistant M. tuberculosis (MDR-TB) constituted 3.14% of the total clinical isolates. With IS6110 PCR, a specificity of 92.86% and sensitivity of 100% are seen with an assay threshold of 30pg/ml. Line probe assay (LPA) using culture isolates had a sensitivity of 97.67% and a specificity of 100%. Direct CSF LPA showed a sensitivity of 96.15% and a specificity of 100%. CONCLUSIONS: A combination of techniques that involved culture, cytology, and DNA amplification methods was found to be promising in specific, accurate, and rapid detection of M. tuberculosis in the CSF samples from patients."
Semitala FC and Cattamanchi A and Andama A and Atuhumuza E and Katende J and Mwebe S and Asege L and Nakaye M and Kamya MR and Yoon C,Journal of acquired immune deficiency syndromes (1999),2019,NA,10.1097/QAI.0000000000002162,NA,31658185,NA,Adult and Algorithms and C-Reactive Protein/*analysis and CD4 Lymphocyte Count and Female and HIV Infections/blood/*complications and Humans and Male and *Point-of-Care Systems and Tuberculosis/blood/*diagnosis,NA,Journal Article,Brief Report: Yield and Efficiency of Intensified Tuberculosis Case-Finding Algorithms in 2 High-Risk HIV Subgroups in Uganda.,0,"BACKGROUND: Tuberculosis (TB) risk varies among different HIV subgroups, potentially impacting intensified case finding (ICF) performance. We evaluated the performance of the current ICF algorithm [symptom screening, followed by Xpert MTB/RIF (Xpert) testing] in 2 HIV subgroups and evaluated whether ICF performance could be improved if TB screening was based on C-reactive protein (CRP) concentrations. METHODS: We enrolled consecutive adults with CD4 counts 350 cells/L initiating antiretroviral therapy and performed symptom screening, CRP testing using a low-cost point-of-care (POC) assay, and collected sputum for Xpert testing. We compared the yield and efficiency of the current ICF algorithm to POC CRP-based ICF among patients new to HIV care and patients engaged in care. RESULTS: Of 1794 patients, 126/1315 (10%) new patients and 21/479 (4%) engaged patients had Xpert-positive TB. The current ICF algorithm detected 98% of all TB cases in both subgroups but required 85% of all patients to undergo Xpert testing. POC CRP-based ICF halved the proportion of patients in both subgroups requiring Xpert testing relative to the current ICF algorithm and had lower yield among patients engaged in care [81% vs. 100%, difference -19% (95% confidence interval: -41 to 3)]. Among patients new to care, POC CRP-based ICF had similar yield as the current ICF algorithm [93% vs. 98%, difference -6% (95% confidence interval: -11 to 0)]. CONCLUSIONS: Among patients new to care, POC CRP-based screening can improve ICF efficiency without compromising ICF yield, whereas symptom-based screening may be necessary to maximize ICF yield among patients engaged in care."
