author,journal,year,document_type,doi,url,pubmed_id,author_keywords,mesh_terms,keywords,publication_type,title,abstract
Hanif F and Ikram A and Satti L and Roshan M and Abbasi SA,Journal of the College of Physicians and Surgeons--Pakistan : JCPSP,2012,NA,NA,NA,22538034,NA,"Adult and Age Distribution and Cohort Studies and DNA, Bacterial/analysis and Developing Countries and Female and Humans and Incidence and Male and Middle Aged and Mycobacterium tuberculosis/*isolation & purification and Pakistan/epidemiology and Polymerase Chain Reaction/*methods/statistics & numerical data and Retrospective Studies and Risk Assessment and Sex Distribution and Specimen Handling and Time Factors and Tuberculosis/blood/*diagnosis/epidemiology",NA,Comparative Study and Journal Article,Utility of polymerase chain reaction in diagnosis of tuberculosis in our setup: a ten years experience.,"OBJECTIVE: To evaluate the yield of polymerase chain reaction (PCR) for detection of Mycobacterium tuberculosis from different clinical specimens. STUDY DESIGN: Observational study. PLACE AND DURATION OF STUDY: Department of Microbiology, Armed Forces Institute of Pathology, Rawalpindi, from January 2001 to December 2010. METHODOLOGY: Different clinical specimens received for Mycobacterium tuberculosis PCR were dealt during the study period. Contaminated samples like sputum were processed by the standard N-acetyl L-cysteine (NALC)-NaOH method. PCR protocols were followed as per manufacturer's manual. PCR was performed using a Thermal Cycler (Master Cycler, Eppendorf, Germany): an initial denaturation step at 94C for 3 minutes was followed by 40 cycles of denaturation at 94C for 30 seconds, annealing at 60C for 30 seconds and extension at 72C for 30 seconds and a final extension at 72C for 7 minutes. The products were held at 4C and later run on 1% agarose gel, stained with Ethidium bromide and visualized in ultraviolet (UV) transilluminator. RESULTS: Out of a total 4620 samples for PCR, 299 were positive for Mycobacterium tuberculosis (6.5%). The percentage of samples from male patients were 63.2%. The mean age of patients was 38+11.5 years. Blood was the most frequent specimen received for PCR (46.66%), followed by body fluids (18.41%) and CSF (10.64%). Yield for different clinical samples was 63/471 for sputum (13.4%), 3/29 for endobronchial washings (10.3%), 59/851 for body fluids (6.9%) and 24/400 for urine (6%). Positive yield from blood was the lowest (101/2156, 4.7%). CONCLUSION: PCR for Mycobacterium tuberculosis is a rapid and reliable method for the diagnosis of both pulmonary and extrapulmonary tuberculosis. The highest positive yield was obtained from sputum and lowest from blood specimens."
Kox LF and Rhienthong D and Miranda AM and Udomsantisuk N and Ellis K and van Leeuwen J and van Heusden S and Kuijper S and Kolk AH,Journal of clinical microbiology,1994,NA,10.1128/JCM.32.3.672-678.1994,NA,8195377,NA,"Bacteriological Techniques and Base Sequence and DNA Primers/genetics and DNA, Bacterial/genetics and Evaluation Studies as Topic and False Negative Reactions and False Positive Reactions and Humans and Molecular Sequence Data and Mycobacterium tuberculosis/*genetics/*isolation & purification and Polymerase Chain Reaction/*methods/statistics & numerical data and Sensitivity and Specificity and Tuberculosis/diagnosis/microbiology",NA,"Comparative Study and Journal Article and Research Support, Non-U.S. Gov't",A more reliable PCR for detection of Mycobacterium tuberculosis in clinical samples.,"Diagnostic techniques based on PCR have two major problems: false-positive reactions due to contamination with DNA fragments from previous PCRs (amplicons) and false-negative reactions caused by inhibitors that interfere with the PCR. We have improved our previously reported PCR based on the amplification of a fragment of the Mycobacterium tuberculosis complex-specific insertion element IS6110 with respect to both problems. False-positive reactions caused by amplicon contamination were prevented by the use of uracil-N-glycosylase and dUTP instead of dTTP. We selected a new set of primers outside the region spanned by the formerly used primers to avoid false-positive reactions caused by dTTP-containing amplicons still present in the laboratory. With this new primer set, 16 copies of the IS6110 insertion element, the equivalent of two bacteria, could be amplified 10(10) times in 40 cycles, resulting in a mean efficiency of 77% per cycle. To detect the presence of inhibitors of the Taq polymerase, which may cause false-negative reactions, part of each sample was spiked with M. tuberculosis DNA. The DNA purification method using guanidinium thiocyanate and diatoms effectively removed most or all inhibitors of the PCR. However, this was not suitable for blood samples, for which we developed a proteinase K treatment followed by phenol-chloroform extraction. This method permitted detection of 20 M. tuberculosis bacteria per ml of whole blood. Various laboratory procedures were introduced to reduce failure or inhibition of PCR and avoid DNA cross contamination. We have tested 218 different clinical specimens obtained from patients suspected of having tuberculosis. The samples included sputum (n=145), tissue biopsy samples (n=25), cerebrospinal fluid (n=15), blood (n=14), pleural fluid (n=9), feces, (n=7), fluid from fistulae (n=2), and pus from a wound (n=1). The results obtained by PCR were consistent with those obtained with culture, which is the ""gold standard."" We demonstrate that PCR is a useful technique for the rapid diagnosis of tuberculosis at various sites."
Singh N and Sreenivas V and Sheoran A and Sharma S and Gupta KB and Khuller GK and Mehta PK,Journal of microbiological methods,2016,NA,10.1016/j.mimet.2015.11.016,NA,26625715,NA,"Acyltransferases/blood/*immunology and Adolescent and Adult and Antibodies, Bacterial/blood/immunology and Antibody Specificity and Antigens, Bacterial/blood/*immunology and Bacterial Proteins/blood/*immunology and Cord Factors/blood/*immunology and Dithiothreitol/chemistry/immunology and Enzyme-Linked Immunosorbent Assay/methods and Humans and Immunoassay/methods and Immunoglobulin G/blood/chemistry and Maleimides and Middle Aged and Mycobacterium tuberculosis/*immunology and Polymerase Chain Reaction/*methods and Serologic Tests/*methods and Tuberculosis/blood/*diagnosis/immunology and Tuberculosis, Pulmonary/blood/diagnosis/immunology and Young Adult",Antibodies and Antigen 85B and Cord factor and ESAT-6 and Immuno-PCR and Tuberculosis,"Journal Article and Research Support, Non-U.S. Gov't","Serodiagnostic potential of immuno-PCR using a cocktail of mycobacterial antigen 85B, ESAT-6 and cord factor in tuberculosis patients.","A novel indirect immuno-polymerase chain reaction (I-PCR) assay was developed for the detection of circulating anti-Ag85B (antigen 85B, Rv1886c), anti-ESAT-6 (early secretory antigenic target-6, Rv3875) and anti-cord factor (trehalose 6,6'-dimycolate) antibodies from the sera samples of pulmonary tuberculosis (PTB) and extrapulmonary tuberculosis (EPTB) patients and the results were compared with an analogous enzyme-linked immunosorbent assay (ELISA). We covalently attached the amino-modified reporter DNA to the dithiothreitol (DTT)-reduced anti-human IgG antibody through a chemical linker succinimidyl 4-[N-maleimidomethyl]-cyclohexane-1-carboxylate (SMCC). The detection of cocktail of anti-Ag85B, anti-ESAT-6 and anti-cord factor antibodies was found to be superior to the detection of individual antibodies. The sensitivities of 89.5% and 77.5% with I-PCR and 70.8% and 65% with ELISA were observed in smear-positive and smear-negative PTB cases, respectively with high specificity (90.9%). On the other hand, a sensitivity of 77.5% with I-PCR and 65% with ELISA was observed in EBTB cases. The detection of cocktail of antibodies by I-PCR is likely to improve the utility of existing algorithms for TB diagnosis."
"Folgueira, L. and Delgado, R. and Palenque, E. and Aguado, J.M. and Noriega, A.R.",Journal of Clinical Microbiology,1996,Article,10.1128/jcm.34.3.512-515.1996,https://www.scopus.com/inward/record.uri?eid=2-s2.0-0030021838&doi=10.1128%2fjcm.34.3.512-515.1996&partnerID=40&md5=3768dc534283c806dac0f4b86bf20fdd,8904404,NA,NA,"bacterial DNA, adult;  aged;  article;  bacterium detection;  bacterium identification;  clinical article;  clinical trial;  controlled clinical trial;  controlled study;  diagnostic accuracy;  female;  human;  Human immunodeficiency virus infection;  lung tuberculosis;  male;  Mycobacterium tuberculosis;  polymerase chain reaction;  priority journal",NA,Rapid diagnosis of Mycobacterium tuberculosis bacteremia by PCR,"A method based on DNA amplification and hybridization has been used for the rapid detection of Mycobacterium tuberculosis in blood samples from 38 hospitalized patients (15 human immunodeficiency virus [HIV)] positive and 23 HIV negative) in whom localized or disseminated forms of tuberculosis were suspected. In 32 of these patients, the diagnosis of tuberculosis was eventually confirmed by conventional bacteriological or histological procedures. M. tuberculosis DNA was detected with the PCR technique in the peripheral blood mononuclear cells from 9 of 11 (82%) HIV-infected patients and in 7 of 21 (33%) HIV-negative patients (P < 0.01), while M. tuberculosis blood cultures were positive in 1 of 8 (12.5%) and 1 of 18 (5.5%) patients, respectively. PCR was positive in all cases with disseminated disease in both HIV-negative and HIV-positive patients and also in the HIV-positive patients with extrapulmonary tuberculosis. Seven samples from patients with documented illness other than tuberculosis and 12 specimens from healthy volunteers, including seven volunteers with a recent positive purified protein derivative test, were used as controls and had a negative PCR. These results suggest that detection of M. tuberculosis DNA in peripheral blood mononuclear cells may be a useful tool for rapid diagnosis of disseminated and extrapulmonary forms of tuberculosis, especially in an HIV-positive population."
Kolk AH and Schuitema AR and Kuijper S and van Leeuwen J and Hermans PW and van Embden JD and Hartskeerl RA,Journal of clinical microbiology,1992,NA,10.1128/JCM.30.10.2567-2575.1992,NA,1400955,NA,"Base Sequence and DNA, Bacterial/*genetics and Digoxigenin and Humans and Molecular Sequence Data and Mycobacterium tuberculosis/genetics/*isolation & purification and Nucleic Acid Hybridization and Polymerase Chain Reaction/*methods and Sensitivity and Specificity and Sputum/microbiology and Tuberculosis/diagnosis",NA,"Comparative Study and Journal Article and Research Support, Non-U.S. Gov't",Detection of Mycobacterium tuberculosis in clinical samples by using polymerase chain reaction and a nonradioactive detection system.,"A test based on the polymerase chain reaction (PCR) was developed for the detection of the Mycobacterium tuberculosis complex in clinical samples. In this test, a 245-bp sequence of the insertion element IS986 was amplified and detected by agarose gel electrophoresis in the presence of ethidium bromide and by Southern blot and dot blot hybridization by using a 188-bp digoxigenin-labeled probe. We tested clinical specimens from 227 patients suspected of having tuberculosis. These included 102 cerebrospinal fluid, 48 sputum, 18 pleural fluid, 5 bronchoalveolar lavage, 18 blood, 7 pus, 8 bone marrow, and 6 urine samples and 15 tissue biopsy specimens. We also tested sputum samples from 75 patients with diseases other than tuberculosis. Sputum samples were first decontaminated, and all samples were treated with proteinase K-detergent solution to extract the DNA. Part of each sample was spiked with M. tuberculosis to provide a semiquantitative assay and to control for the loss of mycobacteria or interference with the PCR which may cause false-negative results. One femtogram of M. tuberculosis DNA could be detected. PCR was positive for all 32 culture-positive (for M. tuberculosis) and Ziehl-Neelsen staining (ZN)-positive samples, 10 of 12 culture-positive and ZN-negative samples, and all 4 culture-negative and ZN-positive samples. PCR detected M. tuberculosis complex bacteria in 35 of 178 culture- and ZN-negative samples. Clinical data supported the diagnosis of tuberculosis in the majority of the 35 patients from whom those samples were obtained."
Kumar M and Sharma S and Ram AB and Khan IA,The international journal of tuberculosis and lung disease : the official journal of and the International Union against Tuberculosis and Lung Disease,2010,NA,NA,NA,20550767,NA,"Adolescent and Adult and Aged and Benzyl Alcohol/chemistry and Child and Child, Preschool and DNA, Bacterial/*analysis and Early Diagnosis and Female and Guanidine/chemistry and HIV Infections/complications and Humans and Male and Middle Aged and Mycobacterium tuberculosis/*isolation & purification and Polymerase Chain Reaction/*methods and Reproducibility of Results and Sensitivity and Specificity and Sputum/microbiology and Tuberculosis/complications/*diagnosis and Young Adult",NA,"Journal Article and Research Support, Non-U.S. Gov't",Efficient mycobacterial DNA extraction from clinical samples for early diagnosis of tuberculosis.,"BACKGROUND: Polymerase chain reaction (PCR) detection of Mycobacterium tuberculosis in clinical samples requires the use of an extraction method that can efficiently lyse mycobacterial cells and recover small amounts of DNA. OBJECTIVE: To evaluate the use of a benzyl-alcohol guanidine hydrochloride (DNA extraction) method (GuHClM) on blood samples. DESIGN: GuHClM was evaluated in quantitatively spiked blood samples with M. tuberculosis. We assessed the insertion sequence (IS) 6110 region of M. tuberculosis to evaluate the efficacy of the method. The method was also applied on 102 clinical samples of suspected tuberculosis (TB) individuals and compared with smear microscopy of sputum specimens and the results of cultures. RESULTS: This method reproducibly detected as low as 4-6 bacilli. Of 102 clinical samples, 84 were human immunodeficiency virus (HIV) negative, while 18 were HIV-positive. Among the HIV-negative individuals, 58.3% were TB-positive using PCR, while respectively 47.6% and 45.2% were sputum- and culture-positive. Among the HIV-positive individuals, 55.6% were PCR-positive, whereas only 38.9% were sputum-positive and 50% were culture-positive. CONCLUSION: These results demonstrate that the identification of mycobacteria by PCR using GuHClM is very sensitive and therefore may have wide utility in the diagnosis of TB."
Gopinath K and Singh S,Journal of applied microbiology,2009,NA,10.1111/j.1365-2672.2009.04218.x,NA,19302308,NA,"Adolescent and Adult and DNA Primers/genetics and DNA, Bacterial/*analysis/genetics and DNA, Ribosomal Spacer/*genetics and Female and HIV Seropositivity/microbiology and Humans and Male and Middle Aged and Mycobacterium Infections/*diagnosis/genetics/microbiology and Mycobacterium avium Complex/genetics/*isolation & purification and Mycobacterium tuberculosis/genetics/*isolation & purification and Polymerase Chain Reaction/*methods and RNA, Ribosomal, 16S/genetics and RNA, Ribosomal, 23S/genetics and Tuberculosis/diagnosis and Young Adult",NA,"Journal Article and Research Support, Non-U.S. Gov't","Multiplex PCR assay for simultaneous detection and differentiation of Mycobacterium tuberculosis, Mycobacterium avium complexes and other Mycobacterial species directly from clinical specimens.","AIMS: Polymerase chain reaction (PCR) is the most rapid and sensitive method for diagnosing mycobacterial infections and identifying the aetiological Mycobacterial species in order to administer the appropriate therapy and for better patient management. METHODS AND RESULTS: Two hundred and thirty-five samples from 145 clinically suspected cases of tuberculosis were processed for the detection of Mycobacterial infections by ZN (Ziehl Neelsen) smear examination, L-J & BACTEC MGIT-960 culture and multiplex PCR tests. The multiplex PCR comprised of genus-specific primers targeting hsp65 gene, Mycobacterium tuberculosis complex-specific primer targeting cfp10 (Rv3875, esxB) region and Mycobacterium avium complex-specific primer pairs targeting 16S-23S Internal Transcribed Spacer sequences. The multiplex PCR developed had an analytical sensitivity of 10 fg (3-4 cells) of mycobacterial DNA. The multiplex PCR test showed the highest (77.24%) detection rate, while ZN smear examination had the lowest (20%) detection rate, which was bettered by L-J culture (34.4%) and BACTEC MGIT-960 culture (50.34%) methods. The mean isolation time for M. tuberculosis was 19.03 days in L-J culture and 8.7 days in BACTEC MGIT-960 culture. Using the multiplex PCR, we could establish M. tuberculosis + M. avium co-infection in 1.3% HIV-negative and 2.9% HIV-positive patients. The multiplex PCR was also highly useful in diagnosing mycobacteraemia in 38.09% HIV-positive and 15.38% HIV-negative cases. CONCLUSIONS: The developed in-house multiplex PCR could identify and differentiate the M. tuberculosis and M. avium complexes from other Mycobacterial species directly from clinical specimens. SIGNIFICANCE AND IMPACT OF THE STUDY: The triplex PCR developed by us could be used to detect and differentiate M. tuberculosis, M. avium and other mycobacteria in a single reaction tube."
Sharafeldin GS and Khalil EA and El Hag IA and Elsiddig KE and Elsafi ME and Aijafari AS and Elnour AA and Hussein AM and Elkhidir IM and El-Hassan AM,East African medical journal,2007,NA,10.4314/eamj.v84i1.9484,NA,17633578,NA,"Adult and Biopsy, Fine-Needle and Confidence Intervals and DNA, Bacterial/blood and Female and Humans and Lymph Nodes/microbiology/pathology and Male and Middle Aged and Mycobacterium tuberculosis/genetics/*isolation & purification and Odds Ratio and Polymerase Chain Reaction and Prospective Studies and Sudan and Tuberculosis, Lymph Node/*blood/pathology",NA,Journal Article,Haematogenous dissemination of tuberculous lymphadenitis.,"OBJECTIVE: To determine whether Mycobacterium tuberculosis infection spreads through the blood to different lymph-node groups in patients with tuberculous lymphadenitis. DESIGN: Prospective analytical study. SETTING: The patients were recruited, managed and followed at the lymphodenopathy clinic, Central Police Hospital, Burr, Khartoum, Sudan. SUBJECTS: Fifty two sequential patients were enrolled. Thirty patients with FNAC diagnosis of tuberculous lymphadenitis and positive PCR for M. tuberculosis complex had a mean age of 26.9 +/- 11.2 years and similar male, female affection. Nine patients with FNAC tuberculous lymphadenitis, but negative PCR had a slightly higher mean age (32.6 +/- 18.2 years) with similar male: female proportions. Patients with reactive lymphadenopathy (9/52) were older than patients with tuberculous lymphadenitis with a mean age of 45 +/- 24.6 years. RESULTS: None of the patients were positive for HIV or had clinical or radiological evidence of pulmonary tuberculosis. M. tuberculosis DNA was detected in the blood samples of 30/39 (77%) patients with tuberculous lymphadenitis, but in none of the cases with reactive or malignant lymphadenopathy. The presence of M. tuberculosis DNA correlated strongly to multiple lymph-node involvement [OR (odds ratio) = 96.7, 95% confidence interval (CI) 9.0 - 1,039] and to caseating-granulomatous and predominantly necrotic cytomorphological categories [OR = 70, 95% confidence interval (CI) 7.0 - 703]. CONCLUSION: M. tuberculosis most probably disseminates through the blood from one node group to the other in patients with tuberculous lymphadenitis."
Negi SS and Anand R and Pasha ST and Basir SF and Gupta S and Khare S and Lal S,The Journal of communicable diseases,2006,NA,NA,NA,17913208,NA,Ascitic Fluid/microbiology and Bronchoalveolar Lavage Fluid/microbiology and Humans and Lymph Nodes/microbiology and Mycobacterium tuberculosis/*genetics/*isolation & purification and Polymerase Chain Reaction/*methods and Semen/microbiology and Skin/microbiology and Sputum/microbiology and Suppuration/microbiology and Synovial Fluid/microbiology and Tuberculosis/blood/cerebrospinal fluid/*microbiology/urine,NA,Journal Article,Detection of M. tuberculosis in clinical samples of diversified nature by IS6110 based PCR.,"Performance of the polymerase chain reaction technique based on IS6110 sequence was evaluated in clinical samples obtained from pulmonary and extrapulmonary cases of tuberculosis. One hundred and seventy two samples were processed for detection of M. tuberculosis by ZN stained smear examination, LJ medium culture, BACTEC radiometric culture and PCR tests amplifying 123bp region of IS6110 sequence. A significant difference was seen in the sensitivities of different tests, the figures being 83% for PCR test, 35.2% for smear examination, 47.16% for LJ culture and 53.45% for BACTEC culture (p < 0.05). However, no significant difference was found as far as specificity was concerned. PCR test sensitivity in. pulmonary and extrapulmonary clinical samples were 90.14% and 77.27% respectively and found to be significantly higher (p < 0.05) when compared with those of other tests. The mean detection time for M. tuberculosis was 24.03 days by LJ medium culture, 12.89 days by BACTEC culture and less than one day by PCR test. PCR based on IS6100 sequence is highly sensitive method for the early diagnosis of pulmonary and extrapulmonary tuberculosis."
Khan MA and Mirza SH and Abbasi SA and Butt T and Anwar M,"Journal of Ayub Medical College, Abbottabad : JAMC",2006,NA,NA,NA,16977809,NA,"Adolescent and Adult and Aged and Aged, 80 and over and Child and Child, Preschool and Diagnosis, Differential and Female and Humans and Male and Middle Aged and Polymerase Chain Reaction/*methods and Predictive Value of Tests and Sensitivity and Specificity and Tuberculosis, Pulmonary/blood/*diagnosis",NA,Journal Article,Peripheral blood-based polymerase chain reaction in diagnosis of pulmonary tuberculosis.,"BACKGROUND: The rapid diagnosis of infectious diseases, particularly those that represent a public health problem, like tuberculosis, is a challenging problem. By using nucleic acid amplification techniques like PCR, one may be able to diagnose, the disease on the day of arrival of specimen in the laboratory. For diagnosis of tuberculosis by direct methods like PCR, specimens from site of infection are required. In certain cases it is difficult to get the specimens from site of infection and in such situations; some researchers have tried to detect the DNA of Mycobacterium tuberculosis complex from blood of these patients. The purposive of this study is to determine the diagnostic efficacy of peripheral blood-based polymerase chain reaction for diagnosis of pulmonary tuberculosis. METHODS: This was a simple descriptive study, carried out in Department of Microbiology, Armed Forces Institute of Pathology, Rawalpindi from Jan 2004 to Dec 2004. Sputum and blood samples were collected from 96 suspected patients of pulmonary tuberculosis. Sputum samples processed for ZN staining and AFB culture (gold standard) and blood samples processed for PCR. RESULTS: Out of 96 cases, 60 (62.5%) were culture positive. PCR was positive in 14 (14.5%). AFB smear positive were 34 (35.4%). The overall sensitivity and specificity of the PCR assay was 20% and 94.4% respectively and the positive and negative predictive values were 85.71% and 41.46% respectively. The overall efficiency of the test was 47.91%. CONCLUSION: Due to low sensitivity; a negative PCR assay does not rule the disease. However, this test may be helpful in cases where specimens from the site of infection are not available."
